iteration,footpoint_lat,footpoint_lon,peak_lyr_km,peak_nya_km,centroid_lyr_km,centroid_nya_km,corr,accepted,reason
2,78.9283,10.7217,181.00,249.00,174.30,168.77,0.5439,0,correlation 0.54 <= 0.7
2,78.9112,10.8156,177.00,249.00,174.03,169.35,0.7272,0,NYA peak not clear against upper and lower means
2,78.8946,10.7218,173.00,151.00,173.64,168.53,0.8438,0,centroids differ by 5.1 km
2,78.8308,10.7813,163.00,249.00,170.75,168.24,0.5791,0,correlation 0.58 <= 0.7
2,78.7879,10.7709,156.55,143.00,168.53,165.07,0.4783,0,correlation 0.48 <= 0.7
2,78.8113,10.7567,163.00,153.00,169.72,166.79,0.6946,0,correlation 0.69 <= 0.7
2,78.7661,10.7310,151.00,197.00,166.90,165.23,0.4795,0,correlation 0.48 <= 0.7
2,78.8655,10.7933,171.00,135.00,172.54,167.51,0.2315,0,correlation 0.23 <= 0.7
2,78.7792,10.7117,153.00,80.00,168.07,164.55,0.3251,0,correlation 0.33 <= 0.7
2,78.7992,10.7919,161.00,143.00,169.05,165.00,0.3051,0,correlation 0.31 <= 0.7
2,78.8641,10.7901,173.00,135.00,172.48,167.61,0.2498,0,correlation 0.25 <= 0.7
2,78.8575,10.7806,171.00,135.00,172.12,168.07,0.3914,0,correlation 0.39 <= 0.7
2,78.8034,10.6723,160.42,159.00,169.60,164.97,0.5192,0,correlation 0.52 <= 0.7
2,78.8125,10.6848,163.00,161.00,169.99,166.63,0.7627,0,centroids differ by 3.4 km
2,78.7696,10.8063,151.00,183.00,167.36,164.38,0.5847,0,correlation 0.58 <= 0.7
2,78.8594,10.7208,173.00,141.00,172.16,168.35,0.5728,0,correlation 0.57 <= 0.7
2,78.8356,10.7161,177.00,249.00,171.04,168.38,0.5914,0,correlation 0.59 <= 0.7
2,78.8616,10.7787,171.00,137.00,172.34,167.86,0.3232,0,correlation 0.32 <= 0.7
2,78.7983,10.6855,159.00,155.00,169.32,164.76,0.4565,0,correlation 0.46 <= 0.7
2,78.8378,10.7889,171.00,249.00,171.11,168.54,0.6056,0,correlation 0.61 <= 0.7
2,78.7824,10.6634,155.00,83.00,168.28,164.69,0.1398,0,correlation 0.14 <= 0.7
2,78.7812,10.6629,155.00,83.00,168.16,164.71,0.1708,0,correlation 0.17 <= 0.7
2,78.8571,10.7811,171.00,135.00,172.10,168.09,0.3960,0,correlation 0.40 <= 0.7
2,78.8351,10.7113,177.00,199.00,171.02,168.39,0.5933,0,correlation 0.59 <= 0.7
2,78.7742,10.7373,153.00,80.00,167.69,164.56,0.4834,0,correlation 0.48 <= 0.7
2,78.7841,10.6710,155.00,80.00,168.44,164.76,0.0783,0,correlation 0.08 <= 0.7
2,78.8479,10.6654,169.11,173.00,171.68,168.67,0.6934,0,correlation 0.69 <= 0.7
2,78.8572,10.7682,171.00,135.00,172.09,168.16,0.4427,0,correlation 0.44 <= 0.7
2,78.7856,10.6822,155.00,80.00,168.57,164.85,0.0335,0,correlation 0.03 <= 0.7
2,78.8541,10.7741,171.00,133.00,171.94,168.27,0.4549,0,correlation 0.45 <= 0.7
2,78.8303,10.7186,177.00,197.00,170.75,168.25,0.6338,0,correlation 0.63 <= 0.7
2,78.8234,10.8007,161.00,181.00,170.34,168.03,0.6215,0,correlation 0.62 <= 0.7
