iteration,footpoint_lat,footpoint_lon,peak_lyr_km,peak_nya_km,centroid_lyr_km,centroid_nya_km,corr,accepted,reason
2,78.0806,15.2851,125.00,119.29,155.37,154.34,0.2806,0,correlation 0.28 <= 0.7
2,78.1073,15.3634,140.06,149.00,165.39,152.04,0.4291,0,correlation 0.43 <= 0.7
2,78.0682,15.3731,108.26,150.00,148.70,153.39,0.6649,0,correlation 0.66 <= 0.7
2,78.0938,15.3206,145.00,143.00,162.96,150.92,0.5248,0,correlation 0.52 <= 0.7
2,78.0724,15.4098,112.15,155.91,150.13,151.77,0.6755,0,correlation 0.68 <= 0.7
2,78.1200,15.2956,159.00,139.00,173.61,150.69,0.0396,0,correlation 0.04 <= 0.7
2,78.0663,15.2983,123.00,136.00,153.24,152.28,0.7356,1,
2,78.1365,15.3990,171.00,142.10,174.13,151.35,-0.0865,0,correlation -0.09 <= 0.7
2,78.1376,15.3398,171.00,113.00,173.68,150.20,-0.1250,0,correlation -0.12 <= 0.7
2,78.1247,15.3564,165.00,93.00,170.74,149.45,0.0359,0,correlation 0.04 <= 0.7
2,77.9719,14.5152,149.00,153.71,168.63,154.99,0.4931,0,correlation 0.49 <= 0.7
2,77.9427,14.5566,127.00,139.00,155.15,159.13,0.5796,0,correlation 0.58 <= 0.7
2,77.9842,14.5088,161.00,161.00,170.95,157.56,0.6212,0,correlation 0.62 <= 0.7
2,77.9175,14.5860,119.58,164.00,150.13,161.05,0.1890,0,correlation 0.19 <= 0.7
2,77.9441,14.5034,142.00,159.00,158.89,159.09,0.7956,1,
2,77.9121,14.5477,121.00,171.00,152.37,159.01,0.2192,0,correlation 0.22 <= 0.7
2,77.9189,14.5121,243.00,157.00,161.55,158.94,0.1126,0,correlation 0.11 <= 0.7
2,77.9565,14.4757,153.00,143.00,165.28,157.27,0.7761,0,centroids differ by 8.0 km
2,77.9553,14.5010,150.33,158.00,163.62,157.32,0.7922,0,centroids differ by 6.3 km
2,77.9333,14.5817,123.57,143.00,151.59,159.38,0.4299,0,correlation 0.43 <= 0.7
2,77.8961,14.5068,118.00,169.00,150.07,160.72,0.1183,0,correlation 0.12 <= 0.7
2,77.9400,14.5111,131.00,136.43,157.14,159.17,0.7344,0,centroids differ by 2.0 km
2,77.9221,14.5925,227.00,149.00,156.14,160.28,0.0793,0,correlation 0.08 <= 0.7
2,77.9947,14.5966,161.00,150.00,170.50,155.29,0.5596,0,correlation 0.56 <= 0.7
